ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	AVG_REPS_PERIODICITY	REPS_SCATTER	TP_0_REP_1	TP_3_REP_1	TP_6_REP_1	TP_9_REP_1	TP_12_REP_1	TP_15_REP_1	TP_18_REP_1	TP_21_REP_1	TP_24_REP_1	TP_27_REP_1	TP_30_REP_1	TP_33_REP_1	TP_36_REP_1	TP_39_REP_1	TP_42_REP_1	TP_45_REP_1	TP_48_REP_1	TP_51_REP_1	TP_54_REP_1
VNG2518C	0.2335	0.651627906976744	25.5212372575316	24.765213310305	0.466381098462782	0.0297270602742391	0	1.519831	1.370215	1.150737	1.334347	1.600816	1.244641	1.158602	1.275635	1.559654	2.102110	1.148807	0.931496	0.723660	0.991819	0.691844	0.931155	1.146646	0.990658	0.848143
VNG2519H	0.0903	0.499039665970772	26.4746491249493	0.002841988864952	0.410713908315676	0.178404919899158	0	1.436054	1.034380	0.946176	0.791336	1.173713	0.671632	0.654012	0.819065	0.930801	0.931601	0.575592	0.420006	0.406846	0.313980	0.355362	0.584812	0.807463	0.894561	1.201655
VNG2520C	0.2848	0.709045643153527	25.8104267831548	6.36188884481677	0.508159359587775	0.0196283660237899	0	0.273896	1.489915	1.024715	0.688418	0.419121	0.903913	0.781223	0.998783	0.867323	0.794954	1.449814	1.268201	1.040731	1.192574	1.267776	0.428890	0.564384	0.537082	0.584254
VNG2521H	0.27	0.68990435706695	25.113371746385	11.6457893131299	0.44145236537125	0.0218737210891691	0	0.709140	1.345843	1.311129	1.296173	0.970189	1.343135	1.242050	1.535097	1.032027	0.938048	0.942964	1.751573	1.602939	1.509917	1.705805	0.892602	1.181386	0.729427	0.912302
VNG2522C	0.748	0.978692810457516	27.916518685316	5.59407024251573	0.209947855565199	0.00140847234875447	0	0.583329	0.611014	0.529795	0.458531	0.452933	0.608322	0.395769	0.437019	0.444568	0.493944	0.936338	0.646014	0.769718	0.755012	0.870886	0.568557	0.590226	0.532883	0.709667
VNG2523H	0.8478	1	24.463473705664	2.65871400908964	0.204992088665058	0.000733825169451068	0	0.409915	0.713840	0.376823	0.396587	0.276447	0.506701	0.395769	0.420020	0.528991	0.451587	0.630853	0.444823	0.718716	0.843307	0.748519	0.385865	0.486142	0.477429	0.584254
VNG2524H	0.4454	0.814135567402894	23.7773757658144	6.88974671326852	0.814497175273183	0.00679059938009601	0	0.830106	2.630127	2.341582	1.127598	1.351529	1.427514	0.992689	1.275635	0.935872	1.130040	0.813169	0.836439	0.489577	0.434305	0.452777	0.463461	0.772110	0.853409	1.072793
VNG2525H	0.0107	0.414545454545455	21.8813688247215	18.4075810841636	0.0815704465230415	0.881684642877587	0	0.470856	0.383180	0.316649	0.314406	0.401754	0.445167	0.427565	0.414502	0.427977	0.335699	0.404563	0.371771	0.401306	0.453949	0.533217	0.307959	0.350089	0.431117	0.374167
VNG2526G	0.0855	0.499039665970772	26.9212832056824	9.55118168516473	0.364114032106431	0.199945951774653	0	0.609630	0.869634	0.892864	0.800578	0.866654	0.831272	0.775210	0.502120	0.350035	0.390700	0.691420	1.453452	0.913624	0.766228	1.143738	0.964552	0.564384	0.554211	0.628451
VNG2527G	0.0163	0.447272727272727	24.4826429731304	14.1075075088976	0.333202233340272	0.803551885893326	0	0.123057	0.110410	0.067607	0.067511	0.117752	0.195572	0.139435	0.109724	0.146744	0.093724	0.167558	0.245201	0.557689	0.837112	0.892242	0.159900	0.137755	0.116234	0.150992
VNG2529G	0.0919	0.499039665970772	26.3781899724862	9.34755385823907	0.436035582099938	0.172652834150485	0	0.363671	0.431881	0.275906	0.453238	0.419121	0.476751	0.454832	0.282465	0.187390	0.239436	0.691420	0.830458	0.919909	0.868549	1.431032	0.500819	0.230519	0.401713	0.310550
VNG2531G	0.0385	0.493953488372093	24.6424117495189	13.896272725412	0.209098454650331	0.523064876052189	0	0.126995	0.150698	0.085258	0.128595	0.155036	0.145315	0.160244	0.124413	0.135258	0.100416	0.150739	0.220179	0.335786	0.545834	0.671207	0.162170	0.139826	0.120886	0.132633
VNG2532H	0.227	0.64075205640423	26.6699863029461	7.21772322947819	0.166040131104887	0.0316163320420089	0	0.199886	0.237443	0.167312	0.243533	0.202690	0.125738	0.131076	0.187463	0.154098	0.136957	0.186253	0.267251	0.260554	0.412458	0.605537	0.251035	0.150658	0.121839	0.140373
VNG2533G	0.9215	1	23.8826640467537	2.94250943352148	0.210598120197709	0.000363370201874062	0	0.661660	0.565297	0.411072	0.568398	0.496427	0.284038	0.357942	0.431278	0.632876	0.290438	0.240080	0.161722	0.204968	0.348122	0.233979	0.275120	0.248377	0.195124	0.380280
VNG2534C	0.5614	0.889393139841689	25.2263988004325	12.5370839720059	0.473032328763958	0.00383333272132413	0	1.568468	0.607370	1.504746	1.167566	1.869525	0.917787	1.290979	0.959932	1.066226	1.438544	0.726407	0.547727	0.764459	1.322254	0.855205	1.142305	0.896377	1.224504	0.912302
VNG2535H	0.9862	1	22.7710129610032	8.19622266795085	0.637715161885206	9.23139939471685e-05	0	0.709140	0.284119	0.892864	0.833781	0.904117	0.671632	0.911793	0.829969	1.646740	1.551921	1.313518	1.677759	1.527829	1.006553	2.199904	1.150384	1.331193	0.685034	1.390333
VNG2536C	0.1719	0.581603375527426	21.9499107338492	8.20147753651801	0.549401741532083	0.0545751392368028	0	1.400318	0.709582	1.451181	2.050396	1.224450	0.794142	0.904775	0.808304	1.009840	1.541255	0.648901	0.860796	0.499750	0.600742	0.439271	0.971373	0.889713	0.960039	0.965541
VNG2537G	0.1034	0.505417515274949	24.3220206275398	7.1048586086896	0.199515068241776	0.139049616684067	0	0.218317	0.799767	0.432470	0.214334	0.191570	0.304190	0.288299	0.170887	0.284736	0.221944	0.241779	0.273067	0.340421	0.427948	0.342680	0.167986	0.269624	0.265004	0.336760
VNG2539H	0.2032	0.614436090225564	26.2405084134186	6.82393503499191	0.571795529156207	0.0397497209812212	0	1.088389	2.158941	0.966978	0.805239	0.731694	1.171072	0.824646	0.505451	0.312290	0.433282	0.956358	1.059929	0.939025	0.824858	1.431032	0.786259	0.608108	0.833549	0.788496
VNG2541C	0.1096	0.517795275590551	25.2214036073573	1.50655002934661	0.230249449812563	0.126056840285787	0	0.695863	1.028211	0.713162	0.246377	0.437238	0.764470	0.564703	0.712871	0.682895	0.650853	0.790553	0.601281	0.704085	0.518377	0.569951	0.377793	0.535662	0.562980	0.769561
VNG2543C	0.0256	0.467272727272727	27.6433966202875	8.57909775812948	0.365799637071174	0.665790134841903	0	0.862084	1.481028	1.219446	1.003992	1.070880	1.254157	0.933178	0.771742	0.561571	0.811573	1.215480	1.333531	1.243804	1.293328	1.567128	1.013329	0.819603	0.833549	0.997347
VNG2544H	0.7414	0.978692810457516	24.6343124145231	9.77340388652254	0.341387472275371	0.00147059418978034	0	0.439330	0.447664	0.625920	1.033561	0.579756	0.412522	0.619574	0.489013	1.077876	0.328825	0.195677	0.789774	0.666508	0.646710	0.418495	0.119774	0.543716	0.545579	0.425958
VNG2546G	0.0982	0.499039665970772	26.4178718272578	5.3213671043941	0.264578195872032	0.151979175292277	0	0.511042	0.997911	0.608031	0.403554	0.332089	0.257264	0.210012	0.200278	0.206643	0.208587	0.377016	0.341097	0.335786	0.313980	0.481047	0.295209	0.267619	0.302831	0.303093
VNG2547G	0.0943	0.499039665970772	24.9727029945481	23.4680979479359	0.533181298731587	0.166817188050462	0	2.017987	1.507848	1.017314	0.585139	1.101523	0.897055	0.877235	1.178325	0.657410	0.731814	0.774004	0.528423	0.601373	0.510789	0.486910	0.971373	0.973054	0.960039	1.261516
VNG2549C	0.2525	0.674349276974416	25.5337271866205	5.78679898306782	0.549454837477588	0.0250492500057525	0	1.943130	1.260132	0.708011	0.975268	1.086093	0.671632	0.530850	0.331045	0.361634	0.377457	0.648901	0.885861	0.557689	0.457309	0.800086	0.593113	0.497147	0.441389	0.525844
VNG2551G	0.4329	0.813689839572192	24.1367651781878	7.95226943268799	0.289808581302257	0.00731337224904026	0	1.173861	0.582461	0.309837	0.729565	0.716375	0.559436	0.336484	0.512180	0.682895	0.525574	0.305129	0.454503	0.718716	0.570523	0.483970	0.631952	0.543716	0.398573	0.814470
VNG2552G	0.8309	1	24.7509081319028	7.30047523246667	0.304444419792112	0.000820086955950424	0	1.339905	0.739927	0.653745	0.751052	1.005014	0.676767	0.539118	0.641302	0.484946	0.529212	0.528888	0.655353	0.577138	0.377533	0.739507	0.548871	0.531680	0.512375	0.579540
VNG2553G	0.1006	0.499875776397515	25.6793449134217	23.1497318209176	0.26129573470393	0.145261047580955	0	1.166489	0.833969	0.713162	0.688418	0.763324	0.692408	0.639024	0.947321	0.705525	0.778676	0.672189	0.338659	0.671093	0.495944	0.436619	0.610071	0.889713	0.524583	0.681491
VNG2554H	0.2784	0.700377358490566	22.8787408482551	8.14792618509606	0.23830387620821	0.0204418307030061	0	0.750510	1.104736	1.039680	0.914937	1.033772	0.924803	0.775210	0.787205	0.721026	0.800455	1.040809	0.605612	0.565389	0.666067	0.583927	0.623107	0.655219	0.648411	0.745019
VNG2555C	0.039	0.493953488372093	25.6507333582498	1.28294840223162	0.552986818290285	0.517701920420534	0	2.162793	1.275299	0.824431	0.552137	0.854514	0.622381	0.476417	0.671684	0.713233	0.757489	0.768565	0.293382	0.492945	0.406421	0.410959	0.663909	0.801460	0.776698	1.126235
VNG2556H	0.5807	0.898618925831202	26.8869908793189	6.40527351975371	0.346114832028401	0.00349063593992888	0	0.473831	0.618369	0.402228	0.345008	0.510632	0.514478	0.437593	0.485790	0.435010	0.424409	0.872583	0.830458	0.991965	1.021506	1.157677	0.759035	0.551891	0.516412	0.389636
VNG2558G	0.8214	1	24.8084198369338	2.45457708531662	0.844853143614068	0.000886688411671269	0	2.017987	2.305788	0.783639	0.517981	0.649017	0.343610	0.232206	0.255792	0.313991	0.142743	0.126375	0.193499	0.157959	0.133492	0.151284	0.077375	0.147323	0.172096	0.165067
VNG2560G	0.9852	1	27.0757172643877	4.9964329639905	0.663690128479227	9.74698213505557e-05	0	1.790330	1.904065	1.451181	1.114581	1.190387	0.713826	0.745828	0.547193	0.461802	0.424409	0.706203	0.830458	0.652940	0.518377	0.850041	0.480084	0.313018	0.291177	0.454483
VNG2562H	0.9878	1	25.3404193723158	2.67105010522948	1.02852357171875	8.62188097073063e-05	0	2.347382	3.054415	1.504746	0.809927	0.910517	0.646538	0.447856	0.512180	0.514813	0.359668	0.270657	0.353558	0.369612	0.507037	0.348963	0.197547	0.320104	0.217788	0.315624
VNG2563H	0.4792	0.837989803350328	24.5447519377592	1.91050193446867	0.671756621690422	0.00567435101148009	0	2.563827	1.245145	1.009966	1.464226	1.342030	0.788117	1.015971	0.641302	1.959456	1.161647	0.872583	0.584268	1.084434	0.701346	1.493007	0.753705	0.857131	1.399294	0.703940
VNG2565G	0.4413	0.813689839572192	22.7116547093991	8.98741457366709	0.464297589577004	0.00698370099559473	0	1.041434	0.611014	0.761242	1.879402	0.790723	0.473134	0.863782	0.600268	0.786514	0.789490	0.681737	0.866995	0.657432	0.999159	0.426168	0.486898	0.795502	1.377500	0.876082
VNG2566H	0.1231	0.519317406143345	21.5568644359784	6.45016281799033	0.53204480929426	0.103402859511042	0	1.002802	0.744367	0.830429	1.430617	1.157273	0.550979	0.728737	1.095660	1.568151	1.324286	0.736724	0.704108	0.743780	1.302899	1.013258	1.557587	1.904533	1.022254	0.670537
VNG2567C	0.0917	0.499039665970772	24.2940809762073	1.59021126418102	0.700941083238486	0.174548828389228	0	1.859300	2.859891	2.055133	0.878502	0.916961	1.353404	1.362736	1.039206	1.354179	1.219102	1.304288	0.972478	0.965132	1.083572	1.431032	0.931155	1.263447	1.537497	2.170979
VNG2569H	0.8042	1	25.706551428362	7.95749541589774	0.848410703220214	0.000987725477900384	0	0.764829	0.258185	0.264163	0.958430	0.398930	0.514478	0.495185	0.498811	0.705525	0.692531	0.878758	1.333531	1.341231	2.644322	1.948933	1.208558	0.738305	1.030309	0.782133
VNG2570G	0.262	0.681765339074274	26.9288177141928	22.7059883351096	0.681343057859043	0.0232243413422342	0	1.918800	0.997911	1.101758	1.015717	1.923020	1.302835	0.904775	1.456001	1.559654	1.584365	0.774004	0.636809	0.671093	0.526078	0.639461	1.150384	1.522549	1.273515	2.242493
VNG2573G	0.4278	0.812205533596838	25.4431441860968	5.67991773220612	0.361734103150637	0.00754678973376748	0	0.409915	0.501551	0.345429	0.458531	0.240076	0.403204	0.377838	0.463817	0.503745	0.412862	0.492877	0.818625	0.932609	1.059867	1.116363	0.441153	0.339794	0.357096	0.303093
VNG2574G	0.9993	1	25.9225689749165	8.83449012042936	0.901472503753789	5.00629409256541e-06	0	1.472703	1.782802	2.040289	1.836263	1.600816	1.254157	0.877235	0.712871	0.543559	0.448483	0.413213	0.474499	0.412463	0.377533	0.450043	0.203195	0.178865	0.164179	0.245519
VNG2575G	0.9992	1	25.7821320359481	7.25083610436567	1.0121669866963	5.62313845908839e-06	0	2.149210	1.498855	2.025552	1.846954	1.869525	0.671632	0.430882	0.425612	0.340653	0.362157	0.336790	0.267251	0.292761	0.309384	0.461079	0.303649	0.232245	0.233729	0.255670
VNG2576H	0.9825	1	24.7092131078905	6.738979115522	0.404117216374878	0.000113022735953354	0	1.159164	0.603747	0.892864	0.998180	1.323232	0.735906	0.502898	0.662860	0.844078	0.925198	0.332073	0.477916	0.609676	0.477994	0.386808	0.337507	0.711267	0.322456	0.814470
VNG2577C	0.1288	0.52393220338983	25.7838722189586	3.72563999436163	0.286794852786665	0.0938078528548433	0	1.250194	0.819136	0.777979	0.700512	0.696446	0.445167	0.398839	0.489013	0.501016	0.532874	0.536400	0.417003	0.369612	0.415511	0.410959	0.453766	0.535662	0.496538	0.543166
VNG2579G	0.9564	1	24.0613736455298	9.13108754408621	0.674286720467936	0.00021284316157329	0	0.547713	0.923245	0.702897	1.551744	0.551827	0.385194	1.023852	0.641302	1.938278	1.005024	0.667466	0.836439	0.573194	1.883722	0.735041	0.330446	0.743834	1.561823	0.904940
VNG2580C	0.0371	0.493953488372093	26.6712634546219	8.73042051507066	0.272468155424628	0.539483230421128	0	0.633115	0.997911	1.142425	0.873417	0.731694	1.101852	0.763321	0.703506	0.646781	0.731814	1.101214	1.082995	0.945485	0.955920	1.215151	0.650020	0.685220	0.729427	0.751080
VNG2581H	0.9359	1	25.7003423133458	3.07190530784908	0.765534339476989	0.000301111752537395	0	1.790330	2.552621	1.629650	0.768697	1.005014	0.831272	0.510730	0.620446	0.583342	0.563100	0.563543	0.509800	0.429783	0.434305	0.533217	0.438054	0.535662	0.537082	0.675992
VNG2582H	0.9423	1	25.8265961537285	3.88244360392829	0.735486942369989	0.00027279777636023	0	2.005313	2.361629	1.843383	1.076427	1.470901	1.162187	0.763321	0.637076	0.612576	0.736878	0.884977	0.724612	0.553879	0.541824	0.612917	0.692585	0.690352	0.674364	0.934750
VNG2584C	0.0192	0.450285714285714	26.6205677146351	0.170346759752572	0.614397996673512	0.758290102730022	0	2.135713	1.709687	1.339955	0.649591	1.149139	1.060682	0.897810	0.979165	1.169403	1.333450	1.116855	0.308495	0.577138	0.549873	0.627947	0.419917	0.711267	0.833549	1.335134
VNG2585H	0.0461	0.493953488372093	27.0799105641428	8.29310749016564	0.386316726169807	0.445257136262141	0	1.102189	1.437385	1.451181	1.201953	1.268402	1.405935	1.000390	0.680626	0.528991	0.736878	1.322814	1.343135	1.161388	0.991819	1.363348	0.971373	0.801460	0.901610	0.973396
VNG2586C	0.9847	1	23.0936434182676	5.60666121054302	0.560912288424256	0.000102030867214032	0	1.282099	0.939964	1.176037	2.185601	1.241845	0.776203	1.383961	1.661870	1.517853	1.210724	0.884977	1.044826	0.503188	1.006553	0.635600	0.717425	0.889713	0.752692	0.897638
VNG2587C	0.3848	0.789238578680203	22.9030761731807	8.04094739925703	0.873602426614066	0.0098336203694678	0	1.681018	1.463414	1.369415	2.887941	1.909505	0.837628	0.843987	0.819065	0.961646	0.925198	0.736724	0.571824	0.418158	0.526078	0.309153	0.480084	0.608108	0.801470	0.649153
VNG2589C	0.9995	1	24.1110104936649	16.8508488777164	1.05028332114616	2.68797484327647e-06	0	0.649272	0.342011	0.899361	1.076427	0.854514	0.997987	1.460886	1.102929	1.551202	2.016901	1.766299	1.789689	1.813471	2.624897	3.202469	2.278923	1.918797	2.880812	1.507674
VNG2591C	0.0562	0.499039665970772	20.8664621443775	11.7417998468514	0.282487555618802	0.352449421708647	0	1.009140	0.838973	0.886415	1.121071	1.215844	0.960698	0.911793	0.736835	0.622643	0.840046	0.903899	1.223505	0.561526	0.874976	0.850041	0.843669	0.857131	1.443923	1.081520
VNG2593H	0.4915	0.844724409448819	24.3476701685462	3.49963461214122	0.240459120942572	0.00536393795653125	0	0.420377	1.034380	0.842557	0.355169	0.544097	0.741532	0.518685	0.808304	0.675515	0.633144	0.842353	0.506154	0.573194	0.437519	0.616640	0.408245	0.486142	0.580936	0.670537
VNG2594C	0.0734	0.499039665970772	24.8231868859004	11.607556720621	0.315630927386703	0.253004389790173	0	0.565241	0.603747	0.905904	0.952883	0.613409	1.127317	0.904775	0.741723	0.876799	0.881595	0.969941	1.138784	1.322966	1.312541	1.252512	0.753705	0.755018	0.860134	0.869012
VNG2595G	0.5154	0.861010380622837	23.5757254980964	4.69146461752234	0.753803261826328	0.00474353319430823	0	1.339905	0.766968	0.795084	2.571369	0.813350	0.856986	0.461916	0.771742	1.150496	0.828539	0.587899	0.363853	0.469847	0.330610	0.355362	0.837745	0.621874	0.758623	1.801865
VNG2596G	0.2143	0.627219512195122	25.0850673438223	2.97540046728996	0.394498975639101	0.0354336314039396	0	1.074761	1.337816	1.193212	0.581751	0.696446	0.599126	0.434224	0.540004	0.432653	0.521962	0.575592	0.385352	0.298845	0.316303	0.346856	0.414040	0.447834	0.520482	0.556530
VNG2597C	0.0837	0.499039665970772	24.3497109613188	2.72730379263671	0.290124160995915	0.206263711392823	0	0.840631	1.034380	1.002671	0.474783	0.583859	0.526368	0.465499	0.624562	0.512024	0.518375	0.532631	0.310717	0.395841	0.281106	0.298120	0.321261	0.512209	0.473697	0.613360
VNG2598G	0.1389	0.540289855072464	24.2309019659363	5.76125178108759	0.386421096545675	0.0812969550163311	0	0.965604	1.282951	1.399523	0.941883	0.929988	0.572365	0.510730	0.756584	0.552492	0.731814	0.626420	0.745712	0.311394	0.394609	0.696047	0.564564	0.539674	0.613747	0.579540
VNG2599H	3e-04	0.144	27.0666255931534	25.6865963700917	0.428902844761799	0.999387442986408	0	1.400318	1.040586	0.541443	0.568398	0.681864	0.747201	0.728737	0.852214	0.857949	1.106900	1.173370	0.646014	0.791118	0.495944	0.594634	0.855645	0.995081	1.123217	1.730326
VNG2600G	0.1247	0.519317406143345	24.2207077431433	4.36127197889284	0.648888661539177	0.100403954651347	0	1.151884	1.950176	1.702097	0.824156	0.949876	0.641632	0.389699	0.515578	0.477105	0.514812	0.469138	0.275033	0.224075	0.218775	0.296320	0.344718	0.577161	0.735175	0.715440
VNG2602G	0.6861	0.960700116686114	23.6654403969959	19.4276485767792	0.537175508292172	0.00201523691498215	0	1.702333	0.614680	0.824431	1.273794	0.956599	0.917787	1.097595	0.667258	1.268702	1.244588	0.559583	1.008003	1.040731	1.788966	0.730603	0.511521	0.980341	1.729600	1.231222
VNG2603H	0.3904	0.7906239460371	24.8834730511686	9.73742380289538	0.509778946122525	0.0094145349263709	0	0.238448	1.378436	1.219446	0.194192	0.507043	1.207297	0.850534	0.746644	0.498301	0.757489	1.148807	0.911657	1.169378	1.192574	1.448472	0.743156	0.716594	0.723725	0.794911
VNG2604G	0.2766	0.698778947368421	26.1846944802355	4.19214272998842	0.582791034565721	0.0207045314964172	0	0.168620	1.730266	0.411072	0.218100	0.177269	0.406287	0.465499	0.689687	0.558528	0.673688	1.124759	1.082995	1.012579	0.749466	0.839807	0.252810	0.210775	0.204533	0.259847
VNG2606G	0.2799	0.702677824267782	26.7741404484768	5.24222944910237	0.431024447195072	0.0202938209569814	0	0.181862	1.222998	0.417075	0.243533	0.165197	0.234795	0.286080	0.377852	0.261028	0.448483	1.011861	0.761939	0.613870	0.507037	0.790453	0.269365	0.158737	0.262932	0.183403
VNG2607C	0.5053	0.854852320675105	26.1110304076448	22.3423170502809	0.226401583753607	0.00497445332668485	0	0.784348	0.799767	0.886415	0.509038	0.763324	0.741532	0.728737	0.787205	0.825931	0.436280	0.617647	0.444823	0.398564	0.609666	0.423595	0.416968	0.650348	0.758623	0.649153
VNG2608C	0.1794	0.591825613079019	25.5069851981792	21.5479508161726	0.473756515362019	0.0510570460876893	0	2.190217	0.776200	1.201893	1.181201	1.241845	1.118764	1.132052	0.863560	1.376433	1.333450	1.250254	0.784127	1.055100	1.059867	0.609216	0.951052	1.040643	1.253679	1.401644
VNG2610C	0.5073	0.855073684210526	23.1882166350645	17.6795203784263	0.414286456756724	0.00493494230460886	0	0.687150	1.472195	0.905904	0.791336	0.842545	1.322832	1.047866	1.046101	0.857949	0.757489	1.124759	1.214757	1.636248	1.341897	1.779679	1.102754	1.048437	0.915875	1.182339
VNG2611G	0.6738	0.955744680851064	27.6355537835691	6.5970829714165	0.380122404383462	0.00216163045275252	0	0.731833	1.194080	1.062539	0.931011	0.681864	1.118764	0.904775	0.928713	0.808174	0.984444	1.501845	1.392201	1.507023	1.423430	1.586227	1.064572	1.040643	0.952533	0.912302
VNG2612G	0.0264	0.472835820895522	25.5574048820507	24.5434628524811	0.771244511369406	0.652429713977879	0	3.116783	1.772169	1.062539	0.725342	1.259487	0.903913	1.047866	1.344933	0.940971	1.194139	1.304288	0.674436	0.939025	0.727685	0.771533	1.411246	1.545441	1.478327	1.801865
VNG2613H	0.1486	0.548	25.0354717265026	0.78862130480452	0.760226609576838	0.0719053380679125	0	3.298612	2.347543	1.714480	1.140766	1.896084	1.588131	1.472219	1.485173	0.956435	1.399403	1.882034	1.259133	1.269650	1.006553	1.063562	2.007416	2.082933	1.770810	2.034721
VNG2614H	0.1494	0.548	22.9924683805229	3.47441044504245	0.557946709907771	0.0708281456213413	0	1.290202	1.252616	1.911424	0.657177	0.836623	0.612972	0.586950	0.869289	0.993512	1.005024	1.063063	0.818625	1.341231	1.332040	0.860401	1.870813	1.780833	0.998464	1.231222
VNG2615C	0.4422	0.813689839572192	25.7654253755909	3.05812420970437	0.493883583272076	0.00695156342606528	0	1.436054	1.472195	1.117848	0.708693	0.891453	0.491498	0.461916	0.532910	0.454336	0.525574	0.706203	0.338659	0.271495	0.348122	0.294530	0.352084	0.299313	0.455467	0.654434
VNG2616G	0.2605	0.680347826086956	26.8680262416477	8.51847746633746	0.381649468469191	0.0235643338782007	0	0.263736	0.652574	0.350473	0.349037	0.379713	0.487769	0.326242	0.290036	0.255416	0.225026	0.485974	0.636809	0.882836	0.771898	1.322680	0.396898	0.368861	0.383234	0.336760
VNG2617G	0.0221	0.467272727272727	26.8558409775361	7.66515054707676	0.388018577171629	0.716400793570357	0	0.464960	1.498855	1.054864	0.605879	0.555733	0.764470	0.510730	0.434139	0.446990	0.448483	0.672189	0.795461	0.835720	0.733070	0.983033	0.518782	0.500871	0.448373	0.509075
VNG2619H	0.0861	0.499039665970772	24.6793444882228	9.05697000890252	0.829001071211681	0.197937402017393	0	0.066789	0.168838	0.089048	0.108670	0.144478	0.229491	0.187027	0.149718	0.249925	0.166130	0.348877	0.551671	0.926237	1.578214	2.323147	0.269365	0.223740	0.248875	0.255670
VNG2620G	0.767	0.983974358974359	23.7222606015482	17.4423666968352	0.329071795751777	0.00125383994148311	0	1.250194	0.864447	0.668118	0.627355	1.109320	0.903913	0.763321	0.612295	0.377700	0.611684	0.897547	0.951766	0.802040	0.670996	1.116363	1.287697	0.760673	0.764601	1.047030
VNG2622H	0.0419	0.493953488372093	25.2521256362087	22.6819318228643	0.664950168098918	0.494756724439337	0	1.906750	0.401964	0.744866	0.805239	1.268402	0.651480	0.769242	1.545281	1.296577	1.409087	0.916737	0.784127	0.680358	0.499615	0.340611	1.897369	1.226294	1.283550	1.424543
VNG2624G	0.9933	1	25.0194883192183	4.97696495215979	0.277058210917176	5.45202996019215e-05	0	0.450542	0.429305	0.269970	0.483125	0.390578	0.247651	0.301981	0.409056	0.418776	0.380069	0.339173	0.714286	0.557689	0.641959	0.908602	0.944373	0.324917	0.300464	0.429423
VNG2625C	0.4526	0.817331334332834	24.3781176242931	4.24164970001219	0.68165462474715	0.00655805562467218	0	2.347382	2.522262	1.752175	2.062333	1.936632	1.494258	1.331507	1.309825	1.602606	1.253201	0.969941	1.250130	0.818707	1.083572	0.659122	1.579697	1.488845	1.168174	1.969833
VNG2626H	0.0497	0.493953488372093	26.5440658660139	9.68521691114028	0.739565939425886	0.398840195383373	0	0.537459	0.668378	0.557373	0.742383	0.559666	0.752913	0.582431	0.375362	0.226639	0.398868	0.813169	1.122557	1.055100	1.107807	2.702933	0.712387	0.451188	0.455467	0.598630
VNG2627C	0.9936	1	23.9837695871703	4.29052016891846	0.194352643601377	5.24564419164446e-05	0	0.840631	0.849072	0.925821	0.642093	0.848509	0.794142	0.781223	0.857868	0.721026	0.716828	0.854317	0.761939	0.818707	0.874976	1.244949	0.650020	0.850759	0.945086	1.090319
VNG2628H	0.0173	0.44936170212766	24.6434069575412	5.09388011636557	0.425909118629955	0.790639231151316	0	1.365471	1.562953	1.167542	1.389688	0.983972	0.741532	0.605376	0.741723	0.694118	0.851713	0.956358	0.704108	0.622345	0.533893	0.743999	0.837745	0.685220	0.894561	1.390333
VNG2629G	0.0411	0.493953488372093	25.6672741204459	25.0035234682248	0.32097805106906	0.501474474244423	0	1.314819	0.603747	0.366054	0.568398	0.626527	0.502857	0.349739	0.600268	0.615914	0.655358	0.419082	0.402306	0.372155	0.283186	0.254684	0.518782	0.716594	0.599464	0.794911
VNG2631H	0.8599	1	23.1375631972107	17.0026751986043	0.303435183344218	0.000667005553632199	0	0.653376	0.551930	0.603639	0.578384	0.672313	0.794142	0.969940	0.662860	0.817004	0.840046	1.198458	1.277334	0.913624	1.091591	1.215151	0.905272	0.789588	0.915875	0.904940
VNG2632G	0.499	0.851172707889126	23.0518019411644	14.6596173185851	0.544764205947628	0.00518848623306645	0	0.867533	0.676423	0.772359	1.763139	1.157273	1.322832	1.602836	0.637076	1.461207	1.202402	0.626420	0.795461	1.226866	1.566620	0.483970	0.631952	1.056290	0.846737	1.459594
VNG2633H	0.759	0.98252427184466	24.0262772251954	7.24070497395024	0.685513084066182	0.00131390434931451	0	1.391523	0.614680	2.177842	1.980206	1.419932	0.953410	1.394697	1.408649	2.408818	1.499319	0.842353	1.323996	1.581110	1.052081	0.947952	0.978243	1.104655	2.055599	1.772901
VNG2634H	0.0397	0.493953488372093	23.7491969928469	4.36269272774583	1.50962606541636	0.511032667084498	0	1.009140	4.269914	4.940652	0.936431	1.286421	1.780326	1.176648	1.327263	2.057656	1.551921	1.577841	1.739049	0.951989	0.977300	0.762244	0.898915	1.557016	1.314132	1.969833
VNG2636G	0.7103	0.970797266514806	25.0844531557472	5.70350983039117	0.558086261552347	0.00176339563676464	0	1.906750	1.260132	1.320668	1.890344	1.063353	0.924803	0.843987	0.667258	0.636324	0.857607	0.807455	0.592714	0.699274	1.124264	0.627947	0.564564	0.665070	1.097078	0.788496
VNG2637H	0.4775	0.836496350364964	23.6152058063634	12.6674657150761	0.477582060713772	0.00571480634306285	0	0.769663	0.478113	0.966978	1.663698	1.157273	1.118764	1.232489	0.588478	1.268702	1.236034	0.446542	0.761939	0.769718	0.717033	0.609216	0.273188	0.721961	0.729427	0.855043
