"CycID","PhaseShift","PhaseShiftHeight","PeakIndex","PeakSPD","Period","p","N","Nindependent","Nyquist","BH.Q","0","3","6","9","12","15","18","21","24","27","30","33","36","39","42","45","48","51","54"
"VNG0038H","42.3381233345419","0.875946898871949","36","0.86677733387779","23.5955056179775","0.999837367836248","19","16","0.175925925925926","1","0.814523847","0.452214075","0.39729523","0.376433205","0.363551452","0.592806883","0.259835891","0.412118586","0.561234196","0.727612866","0.733809556","0.516172726","0.714316591","0.770090528","1.31902849","0.722797145","1.038222703","0.570807152","0.7139899"
"VNG0039H","40.2710046108623","1.03299044121191","76","2.9605094429637","20","0.57297431908581","19","16","0.175925925925926","1","1.047123516","0.935798249","0.983216845","0.819985327","0.771171317","0.799794355","0.757285522","0.807525908","1.211029497","0.871424511","0.86709994","0.801000694","1.112952018","1.057451095","1.239363732","0.893157951","1.088472859","0.730782743","0.801954652"
"VNG0040C","38.1891130123893","1.70209679405163","76","2.29151641705244","20","0.818330730853023","19","16","0.175925925925926","1","1.366184401","1.897427128","1.768115754","0.540694789","1.093698021","1.810094828","1.23229528","1.609483512","1.747400001","1.343446371","1.589670208","1.144098963","1.885380759","1.568803975","2.637821618","1.031402833","1.787936034","0.83290136","1.410036243"
"VNG0041C","13.2364608405369","1.50907619618544","65","0.501727811895664","20.8747514910537","0.999999655617483","19","16","0.175925925925926","1","1.026695154","1.633903564","1.635983956","1.236058164","1.69914344","1.714166992","1.05544014","1.416504639","1.435316774","2.015865199","1.128548967","1.070675538","1.383414894","1.429752369","1.517500387","0.813742612","1.874472444","1.326074513","1.583755072"
"VNG0042G","7.5987093451611e-05","3.32449944778363","4","2.35684990278887","27.5590551181102","0.79651087508617","19","16","0.175925925925926","1","2.617402698","4.00736161","2.722129423","2.725205175","2.446663695","1.982051768","1.655272157","1.490752044","1.11737802","1.892544923","1.243042183","1.554855406","1.131732601","1.187531427","0.826682471","0.947684077","0.76963651","1.500435623","1.352725427"
"VNG0043H","8.08321785903134e-05","3.40502224078312","2","1.88596368480056","27.8514588859416","0.928066325994415","19","16","0.175925925925926","1","3.805766679","2.738798372","2.290601493","1.712287712","2.580275896","2.442116764","1.241419751","1.908290874","1.94535319","2.186299816","1.720451406","1.479400375","1.406759421","1.124947346","1.350205736","1.094368629","1.357096277","1.893235089","1.838917557"
"VNG0045C","40.2888018809748","1.4687120701511","1","1.36331541576781","28","0.991150278203809","19","16","0.175925925925926","1","1.021650641","1.236529051","0.856410387","1.177796717","1.093698021","1.012637173","0.803323699","1.34595515","0.994741302","1.015803634","1.099196363","1.479400375","1.220245063","1.418736809","1.70552336","1.913422574","0.893898259","0.991594148","1.003370139"
"VNG0046G","20.7792262208728","1.13167205352155","9","2.15271394941405","26.8542199488491","0.861352522154051","19","16","0.175925925925926","1","1.95732812","1.435962207","1.199091779","0.936417761","1.426779182","1.021869019","1.161672906","0.886815729","1.11737802","1.295849168","1.099196363","0.969280137","0.560420037","0.569562317","0.624581995","0.841769049","0.82618306","1.138400538","0.822171058"
"VNG0047G","27.0552837251274","0.693659022787378","5","4.07751591248474","27.4151436031332","0.239300499427765","19","16","0.175925925925926","1","2.016035784","1.050417919","0.293720797","0.268477534","0.436252573","0.431484706","0.451844563","0.704676894","0.753895206","0.782045696","0.753404983","0.386162472","0.594223061","0.527170825","0.514092605","0.515178208","0.657448972","0.928819471","1.072245341"
"VNG0049H","26.6240700122267","0.897498808063095","11","3.81276294820592","26.5822784810127","0.300475353244122","19","16","0.175925925925926","1","3.465766152","2.218480162","0.772158378","1.228620723","0.753796911","0.556318716","0.615958449","0.909760535","0.671152184","1.249938295","0.882468556","0.907075844","0.342078513","0.480444815","0.245334466","0.786649307","0.510956907","2.157793263","1.557685473"
"VNG0050C","28.5227709223867","1.93512531121598","1","2.66547502221285","28","0.684523574779729","19","16","0.175925925925926","1","2.016035784","1.976403691","1.25196513","0.709415017","1.352897507","1.192335472","1.717468333","1.637126869","1.64136596","1.776768747","1.455984051","3.361680266","1.293846952","1.354403004","1.258817093","1.548456656","1.021993563","2.205349273","2.584231185"
"VNG0051G","25.1625223927497","1.07719240757259","6","2.58827383086226","27.2727272727273","0.713487581878553","19","16","0.175925925925926","1","1.800109535","1.131961001","0.813193984","1.135909976","1.352897507","1.225243943","0.468822438","1.194703015","1.107429989","1.015803634","1.221394003","1.192524092","0.502661533","0.424521512","0.600730718","0.575110956","0.673171301","1.405447808","1.136378581"
"VNG0053H","39.9943457414294","0.804275613797349","34","3.63873418113635","23.8095238095238","0.347011528263628","19","16","0.175925925925926","1","0.354320168","0.392064165","0.374005183","0.369678942","0.27447884","0.691697919","0.852160705","0.780485531","0.701843413","0.602080412","0.472967476","0.762129213","0.96539194","0.73517013","0.97355196","0.631237586","0.84594052","0.411600778","0.352648051"
"VNG0054H","36.2624634523284","1.57038809115224","76","0.744393967374839","20","0.999966714395261","19","16","0.175925925925926","1","1.110879916","1.633903564","1.307169905","1.743572268","1.127438287","1.50964209","1.548940087","1.924608837","0.760667438","1.4439498","1.589670208","1.317272815","0.858681237","2.958051293","1.128796603","1.509626922","1.030076171","1.066332015","2.135189868"
"VNG0055H","14.3104284541644","1.61667475321413","53","2.29459364872403","21.9206680584551","0.817323517028502","19","16","0.175925925925926","1","0.591374089","1.163157428","1.295937566","1.564086168","1.180010328","2.747920668","1.515036244","1.144907629","1.360331314","1.142151918","1.455984051","2.621410209","0.65150855","1.734744526","1.505729247","1.066925793","1.244450634","0.970211475","2.048405237"
"VNG0057H","35.9670172019141","1.39235534580323","15","0.927033601186277","26.0545905707196","0.999683958409484","19","16","0.175925925925926","1","1.052293803","1.079367048","1.540080101","1.377901538","1.216413304","1.40392227","1.407292478","1.416504639","0.556237521","1.698433535","1.265074058","1.661482302","1.122303026","1.142484118","1.41478841","1.71402336","0.967163496","0.736112399","1.421786546"
"VNG0058H","22.855049020766","1.67155210357325","1","4.74849979117682","28","0.129979978907907","19","16","0.175925925925926","1","1.591554181","1.131961001","0.71445476","0.19032985","1.136034753","1.608657403","1.492846971","1.357464531","1.843721824","1.653100077","1.750944958","1.3730277","0.60932722","0.994004583","0.879820591","1.161178405","0.711334473","2.03593092","2.300772195"
"VNG0060G","26.9818817534766","1.08559264953753","4","4.66670506009024","27.5590551181102","0.140292489613839","19","16","0.175925925925926","1","1.800109535","1.253452385","1.026571299","0.982739043","0.96853655","1.059645746","0.751719452","0.857120296","1.078114154","1.284215727","1.13850633","1.079589357","0.902888514","0.764157348","0.826682471","0.813742612","0.800555718","1.426022642","1.117673079"
"VNG0061C","24.6417292397916","1.23291037931296","4","2.98212566098881","27.5590551181102","0.564923490635538","19","16","0.175925925925926","1","2.383568528","1.359968791","0.785601513","0.786065226","1.060967482","0.985439046","1.583602637","1.10656987","0.854446352","1.261261224","1.508053624","1.317272815","0.551120124","1.057451095","0.770728488","0.900750978","1.576206409","1.335745677","1.433634768"
"VNG0062G","7.5987093451611e-05","0.965335270929112","76","1.22049630942495","20","0.996282927196628","19","16","0.175925925925926","1","1.078530705","0.773629447","0.65538292","0.903115335","1.037064","0.679256396","0.774232238","0.401724663","0.508653268","1.162938674","0.654617816","0.629813823","0.551120124","0.601248719","0.573308387","0.710662634","0.637055587","1.189132334","0.599798609"
"VNG0063G","28.3954945212805","1.10282802962462","1","2.58428667703068","28","0.714972118586243","19","16","0.175925925925926","1","1.986465084","0.56977562","0.551487774","0.74901414","0.801023134","0.93321469","0.751719452","0.949328685","0.901545946","1.152498432","1.221394003","1.407607074","0.696609929","0.832015969","0.776753709","0.710662634","0.472250546","1.415697848","1.099275481"
"VNG0064G","36.1209720135453","1.8299186566572","15","0.378511480470688","26.0545905707196","0.999999990546054","19","16","0.175925925925926","1","0.802576618","0.880271016","1.318499599","1.508461567","0.918383658","0.750565795","1.537555332","1.04254192","1.11737802","1.776768747","1.589670208","2.453179206","0.895365664","1.888793129","1.90197415","2.154177691","0.900967804","0.908790468","1.66461102"
"VNG0065G","31.4457654993992","1.53530095145675","1","1.35199571368681","28","0.991688400916034","19","16","0.175925925925926","1","2.39533766","1.568613215","1.099949661","1.840897431","1.171081095","1.551308227","1.655272157","1.236094198","1.448210208","1.249938295","1.690488914","2.061172227","1.049640535","1.474676559","1.220210998","1.242541032","0.839302752","1.278758935","1.16502545"
"VNG0066H","41.3088979604074","1.08345528728196","76","1.87717412071715","20","0.929861776857157","19","16","0.175925925925926","1","0.65905627","0.535966983","1.219967745","0.886910923","0.688126518","0.807085791","0.774232238","0.69870223","1.107429989","1.072280931","0.922092412","0.774872123","0.851526721","1.142484118","1.403814","1.005538953","1.325400461","0.645860679","0.829022484"
"VNG0067H","41.5724443768986","0.982389556477629","76","0.581176291365497","20","0.999997971231827","19","16","0.175925925925926","1","0.692330553","0.518059026","0.585830015","0.490924886","0.314693634","0.463976879","0.490040058","0.625488606","0.708148065","0.775024908","0.563809139","0.619456423","1.349122451","0.934364829","1.12004061","0.870760756","0.90809326","0.741480923","0.893312538"
"VNG0068H","53.9999328025689","1.29277215404629","62","2.03057298249831","21.1267605633803","0.894746928485795","19","16","0.175925925925926","1","0.958283719","0.935798249","1.693444182","1.213879828","1.302478926","1.36621473","0.779965004","1.051456787","0.985885107","0.997646819","1.189626577","1.467185446","0.949371704","1.32333849","0.866224122","1.387090816","1.38955007","1.006110436","1.410036243"
"VNG0069H","40.3614279991345","1.49148669996928","44","1.36449348768568","22.7765726681128","0.991092797656962","19","16","0.175925925925926","1","1.166965768","0.955075058","1.295937566","0.648013887","0.68291941","1.36621473","1.153134577","1.164571757","1.078114154","1.272686725","1.405712319","1.192524092","1.36045776","1.386196738","2.072076453","1.211382564","1.551567692","0.963186879","1.214383996"
"VNG0070H","26.0555429694887","1.12704192732106","1","1.46410102741041","28","0.98513248798689","19","16","0.175925925925926","1","0.934972008","0.768389168","0.983216845","0.709415017","0.857698406","1.118945408","0.821300668","1.078661393","1.200247686","1.152498432","1.061243677","1.212463266","0.690805788","0.644592216","0.735546049","0.704671987","1.021993563","0.785862882","0.690677917"
"VNG0072H","31.8760874586239","1.37403095758572","52","2.33824921589538","22.0125786163522","0.802813159024821","19","16","0.175925925925926","1","0.855647342","1.203364763","0.941693349","1.59266299","1.069057123","1.293810776","1.297603011","1.051456787","1.012693071","1.745010186","1.108894742","1.850567798","1.18008228","0.986346252","1.298644642","0.997062598","1.141155132","1.035783649","1.948907068"
"VNG0073C","35.5106985219797","1.53813757061469","39","2.43725378668181","23.2815964523282","0.768536082848395","19","16","0.175925925925926","1","0.652595832","1.350756866","1.295937566","1.377901538","1.611158161","1.860053464","1.595328346","1.174530112","1.078114154","1.284215727","1.845706937","2.113082357","0.738627559","1.656081087","1.47096085","1.211382564","1.186999648","0.838975774","1.623679816"
"VNG0075H","53.9999240129066","1.62268428811117","76","0.39404744692225","20","0.999999983981809","19","16","0.175925925925926","1","0.727284781","0.935798249","1.053496271","0.942086355","0.600190624","1.00348873","1.297603011","1.312009206","1.189561865","0.670891268","1.443250033","1.529285533","1.371888307","1.452040737","1.201354243","1.849715769","1.196387235","1.224203412","1.948907068"
"VNG0076H","35.3246236054842","1.52695482957101","37","1.41011163799336","23.489932885906","0.988642514916538","19","16","0.175925925925926","1","0.678823857","1.296780984","1.329927492","1.142786193","1.384080695","1.537293281","1.307211049","1.164571757","1.168474785","1.216575773","1.845706937","2.027275884","0.98168251","1.065661508","1.872581643","1.434864169","0.745763183","0.942416779","1.73513547"
"VNG0077H","22.0642511114062","1.0474776163113","10","2.39093801338681","26.7175572519084","0.784789187025975","19","16","0.175925925925926","1","2.128277915","1.341607339","0.806206315","0.936417761","1.110440013","0.814443699","1.05544014","1.024938301","1.068515689","1.121736711","1.051962053","1.027198345","0.726370374","0.948930615","1.182788895","1.031402833","0.859373958","1.316473371","1.265833712"
"VNG0079H","13.1515392221708","1.54862806150672","6","1.62261242409654","27.2727272727273","0.970342192121861","19","16","0.175925925925926","1","0.810521806","1.314528935","1.722926732","1.691743817","1.110440013","1.293810776","2.09600884","1.503499595","1.003677052","1.457030239","1.099196363","1.3730277","1.220245063","1.831253391","1.16451045","1.913422574","0.922513677","1.035783649","1.234708063"
"VNG0080H","36.5019352574203","1.5297440732046","76","0.197750294052103","20","0.999999999998846","19","16","0.175925925925926","1","1.132983319","1.2115715","1.307169905","1.583079836","0.939551655","1.282122133","1.386681224","1.380779387","1.168474785","1.331385628","1.468830424","2.113082357","1.170249857","1.253597242","1.448229086","1.979323531","0.982521941","1.426022642","1.174733996"
"VNG0081G","53.9999569088652","1.76335778004365","40","1.22275277493403","23.1788079470199","0.996226414850089","19","16","0.175925925925926","1","0.868384586","1.079367048","0.983216845","1.967258237","1.41598263","1.108836547","1.366371843","1.257324482","1.266408866","1.09179606","0.86709994","1.775421321","1.705276316","1.630660763","1.565512382","2.34447853","0.974812472","1.113852142","2.378428598"
"VNG0084G","21.3892316659064","1.02504066363053","1","1.57016919819114","28","0.976038428091203","19","16","0.175925925925926","1","0.618178923","0.778905464","0.772158378","0.688327345","0.742431991","1.118945408","1.170274457","0.793890601","1.05900268","1.053114622","0.787233736","1.079589357","0.551120124","0.832015969","0.675163105","0.620640202","0.579593041","1.130158206","1.410036243"
"VNG0085G","7.5987093451611e-05","1.57257785023418","17","0.22150968371728","25.7985257985258","0.9999999999941","19","16","0.175925925925926","1","1.456523931","1.713518229","1.487823669","1.754126961","1.263500309","1.129146428","1.821879559","1.428617294","0.917815849","1.131898288","1.265074058","1.479400375","0.60932722","1.041219553","0.782826033","1.422768748","1.264212367","0.70984722","1.386826165"
"VNG0086G","16.3159008455785","1.17192156094747","12","4.32696486895755","26.448362720403","0.191624908110117","19","16","0.175925925925926","1","0.505139217","0.56977562","1.062627288","0.781335421","0.838374554","1.843249228","1.170274457","0.902047052","1.097570526","0.624195134","0.70227653","0.914627627","1.085363878","0.971206147","1.111352538","1.141684233","1.046433662","0.574970093","0.801954652"
"VNG0089G","8.22973833616143","1.71142721237516","20","1.5364465062407","25.4237288135593","0.979268179760234","19","16","0.175925925925926","1","1.105421774","1.029216752","1.109483305","4.663097775","1.352897507","0.958971425","0.815264084","0.754350614","0.619250563","1.006684292","0.654617816","0.547016027","0.895365664","0.527170825","0.530357914","0.594918584","0.584176851","0.704707732","0.744239457"
"VNG0090G","8.05460982896884","0.641084541354268","76","0.558246157710381","20","0.99999874205524","19","16","0.175925925925926","1","0.675488558","0.330798238","1.188788141","0.392676962","0.401283018","0.717268793","0.703430181","0.514242131","0.665176907","0.33503019","0.350848689","0.448314635","0.46231579","0.358098058","0.403832911","0.403032204","0.4540112","0.270045488","0.376855175"
"VNG0091C","30.9206331149622","0.756678848190488","6","3.65198361406145","27.2727272727273","0.343289387294314","19","16","0.175925925925926","1","0.756514578","1.0084435","1.128799205","1.142786193","0.628177296","0.592806883","0.634405412","0.625488606","0.541512827","0.810770635","0.86709994","1.097640246","0.378207473","0.601248719","0.629464706","0.620640202","0.622176763","0.519353862","0.57541984"
"VNG0094C","7.5987093451611e-05","1.46858267756678","1","2.20552605045451","28","0.845568228049479","19","16","0.175925925925926","1","1.705174504","0.955075058","0.941693349","0.718029884","0.642656272","0.730406566","0.543357544","0.636231558","0.809807388","0.761171853","0.780348599","0.483046947","0.594223061","0.511111221","0.747091362","0.477385497","0.514997896","0.574970093","0.657129287"
"VNG0095G","41.3802559966654","1.07722708242948","1","1.10674147988643","28","0.99837590179107","19","16","0.175925925925926","1","1.00666533","0.62241023","0.792410593","0.700903511","0.98336261","0.679256396","0.584957559","0.433720164","0.809807388","0.945100519","0.71472379","0.689953849","1.085363878","0.994004583","1.239363732","1.151390062","1.105757683","0.838975774","0.512303224"
"VNG0096C","25.8200962920212","0.799367109638418","1","2.26015418352281","28","0.828472271521703","19","16","0.175925925925926","1","1.161232057","1.094139438","1.158405416","0.534207575","0.672623103","0.799794355","0.729861283","0.767306809","0.869866264","0.887284125","0.794179621","0.58939504","0.732473328","0.523109226","0.826682471","0.58990362","0.716960182","0.486475218","0.857003917"
