"CycID","PhaseShift","PhaseShiftHeight","PeakIndex","PeakSPD","Period","p","N","Nindependent","Nyquist","BH.Q","0","3","6","9","12","15","18","21","24"
"VNG0101G","23.9999526313781","0.0934994438911978","1","1.3501427823339","28","0.69884070121215","9","4","0.1875","0.99999995435067","0.054922864","0.029216854","0.072493043","0.059330976","0.066010244","0.053392597","0.111831768","0.066499012","0.10074912"
"VNG0102C","15.1936347882458","0.855272760266631","4","1.68255891290615","27.0718232044199","0.560745733146694","9","4","0.1875","0.99999995435067","0.767399496","0.794633942","0.749520302","0.682016351","0.838883134","0.84678528","0.826807496","0.796460844","0.850726354"
"VNG0104G","23.9999526313781","1.71113258460365","4","3.38089713810178","27.0718232044199","0.129280898160458","9","4","0.1875","0.99999995435067","1.725392464","1.437759857","1.445136939","1.214679121","1.219473303","1.475810327","1.529283412","1.569566566","1.728941583"
"VNG0105H","11.8651050821032","1.88983824091282","1","0.753842788893672","28","0.921425077867458","9","4","0.1875","0.99999995435067","1.940730698","2.002599786","1.620135753","1.778526883","2.037628354","1.619906076","1.66553068","1.749747555","1.975923608"
"VNG0106G","11.5809815758094","0.881455028561539","36","0.72452299998599","20","0.929412606661836","9","4","0.1875","0.99999995435067","0.802264192","0.695991582","0.860218665","0.871792716","0.843477107","0.923072059","0.770691498","0.801723793","0.966501186"
"VNG0107G","11.8659327548642","1.46057043514129","36","0.714570018285149","20","0.932030396897051","9","4","0.1875","0.99999995435067","0.965842166","1.509711004","1.270287977","1.152860581","1.683102946","1.203980644","0.946829553","1.46952274","1.553776166"
"VNG0108G","8.91259598374817","1.08256489671732","1","1.57072532713899","28","0.606329860204088","9","4","0.1875","0.99999995435067","1.228375158","1.032234908","1.02861931","1.126078432","1.023937652","0.985614212","0.802274079","1.074756369","1.203825243"
"VNG0110C","3.37375188258208","1.56116007141383","28","1.0620490730269","21.3973799126638","0.81677535475807","9","4","0.1875","0.99999995435067","1.221971056","2.044951818","1.233597175","1.296634393","1.611150032","1.229165772","1.005622759","1.46952274","1.807633008"
"VNG0112H","6.43460647807243e-05","1.69994010742099","1","2.16480468683345","28","0.385927166757485","9","4","0.1875","0.99999995435067","1.720888942","1.437759857","1.555002373","1.102794852","1.440500209","0.861520788","1.195788985","0.967262927","1.595829251"
"VNG0113H","21.8813001886397","2.06763946013429","36","0.122440809792725","20","0.999823624182164","9","4","0.1875","0.99999995435067","1.775715879","2.477411383","1.763863561","2.031920042","2.06563968","2.020195203","1.931393306","2.217929495","2.005457508"
"VNG0115G","23.9999526313781","1.15660967447777","1","2.35625499587667","28","0.328529192289951","9","4","0.1875","0.99999995435067","1.270827816","0.955988179","0.975759513","0.928185902","0.7921313","1.016701319","0.854232689","0.999646055","1.161714717"
"VNG0116H","18.1682973217189","3.39584078037341","36","0.404335936575403","20","0.987765529446449","9","4","0.1875","0.99999995435067","2.11002192","3.402880234","2.753867719","2.016062064","2.163790363","1.827835305","4.889015604","1.826281095","2.439300001"
"VNG0117H","17.213439709957","3.96517235514797","1","0.511574709177992","28","0.974284789638554","9","4","0.1875","0.99999995435067","3.247660992","2.684348927","4.653599241","3.159315329","3.358520942","3.811675329","4.205457046","3.314581084","3.214481019"
"VNG0118H","14.8599837409446","2.75956938093593","1","0.832859310275048","28","0.897954114636475","9","4","0.1875","0.99999995435067","2.481191269","2.939167002","2.729759768","2.433151173","2.535119613","2.823235325","2.597208954","1.996099801","2.565502754"
"VNG0119H","7.64330930312497e-05","1.01360703006821","17","2.08355650277125","23.6714975845411","0.412441629311909","9","4","0.1875","0.99999995435067","1.039172491","0.849080122","0.925616133","0.849319016","0.79864712","0.5444604","0.638440297","0.671112792","1.323733801"
"VNG0120H","4.77262471214414e-05","1.41558365879963","3","1.69228159051666","27.3743016759777","0.556850922982878","9","4","0.1875","0.99999995435067","1.332041218","1.579743105","1.129761841","1.017028976","1.309200547","0.897940722","1.186818036","1.033113343","1.775735535"
"VNG0121H","23.9999311405835","3.25713937711297","1","1.34384159228311","28","0.701496212435553","9","4","0.1875","0.99999995435067","2.050224342","2.460189103","1.977458565","2.152087218","1.673935976","2.708726602","2.046180179","2.448233738","3.321132155"
"VNG0123G","12.1682421604255","1.07957442159835","1","0.33250338367197","28","0.993597189647911","9","4","0.1875","0.99999995435067","0.847526953","1.398195181","0.745139586","0.960240618","1.026737517","1.123698137","0.759171238","1.186356378","1.251169254"
"VNG0124C","14.9890642449016","0.671175215150786","36","0.655501667793588","20","0.946552852656872","9","4","0.1875","0.99999995435067","0.702149697","0.660513503","0.632348126","0.58921991","0.648970751","0.672007813","0.649757424","0.584424371","0.663043777"
"VNG0125H","17.7383553014485","0.590323546634395","36","0.866515277668865","20","0.887157819743884","9","4","0.1875","0.99999995435067","0.571163619","0.631232066","0.51054713","0.525255858","0.556946767","0.520578106","0.66127516","0.512296586","0.527612602"
"VNG0127C","9.00358393487103","0.821623703634378","1","0.801799829560918","28","0.907505482006485","9","4","0.1875","0.99999995435067","0.92386872","0.672133894","0.832927418","0.814559901","0.768691486","0.755654125","0.653027581","0.640874685","0.938243928"
"VNG0128C","11.6113259662358","1.18755606061768","1","1.71550869095572","28","0.547596310533848","9","4","0.1875","0.99999995435067","1.153691668","1.122365218","1.049940886","1.205199242","1.145239112","1.131479384","0.90727611","1.046811913","0.972253952"
"VNG0129G","18.9074939679084","0.997952716359647","1","1.03953606663344","28","0.82543581856208","9","4","0.1875","0.99999995435067","1.178067511","1.057748152","1.143084749","0.847103759","0.79864712","1.089339448","0.830968726","1.110738285","0.892089634"
"VNG0130H","7.39259616852929","0.973733981106159","19","3.7241753340632","23.2227488151659","0.0930934483276171","9","4","0.1875","0.99999995435067","0.843108393","0.926443952","0.950357168","0.996000178","0.908015159","0.879542267","0.818547445","0.828564814","0.86600792"
"VNG0132C","9.11112786718886","1.18397248584996","1","2.70163919758962","28","0.242558905453442","9","4","0.1875","0.99999995435067","1.514032695","1.174429218","1.087525462","1.168013827","1.256658869","0.989020855","1.238558338","1.585149592","1.791613286"
"VNG0133G","11.9469204740652","0.947205685872223","7","0.596056112278943","26.2032085561497","0.959349925664184","9","4","0.1875","0.99999995435067","0.806468696","1.000334323","0.961564416","0.913754513","0.91298772","1.009709407","0.812406606","0.954605334","0.873751336"
"VNG0134G","23.9999460678179","1.18240415338658","1","1.7650694756448","28","0.528098245255446","9","4","0.1875","0.99999995435067","1.072280174","1.032234908","1.040749477","0.853766924","0.871574111","1.175249458","0.930338183","1.163145758","1.168629424"
"VNG0136G","23.9999526313781","1.16983925335688","1","1.42262810076656","28","0.668269882210497","9","4","0.1875","0.99999995435067","0.879112102","0.979616871","0.87036294","0.913754513","0.871574111","0.989020855","0.860689684","1.033113343","1.165166941"
"VNG0137G","4.77262471214414e-05","1.51098515286444","1","3.01648700653308","28","0.181965794231244","9","4","0.1875","0.99999995435067","1.517994879","1.281437191","1.149805005","1.171068294","1.078464775","1.123698137","1.04420832","1.275495529","1.323733801"
"VNG0138H","16.4279746694606","6.05032679679048","1","2.02538661551085","28","0.432202690674548","9","4","0.1875","0.99999995435067","4.034410416","3.858159259","5.356576642","4.785606077","5.581216915","5.217695034","6.861039548","3.482420564","1.327667492"
"VNG0139H","23.9999526313781","2.94991774110986","1","1.31070715298724","28","0.715440346877914","9","4","0.1875","0.99999995435067","2.481191269","1.988678265","2.303017638","2.291298125","1.734426034","2.653225849","1.869385804","2.876943131","2.87171724"
"VNG0140H","9.14363172671833","3.44661921256926","36","2.62801116118585","20","0.259071397952099","9","4","0.1875","0.99999995435067","2.468255643","2.302432613","3.254598034","3.337428651","3.340228857","2.662396367","2.893228829","2.497088341","3.002421207"
"VNG0141H","2.21789704632535","1.57337149715001","22","3.53406448157412","22.5806451612903","0.111731960799965","9","4","0.1875","0.99999995435067","1.521967433","1.585262869","1.514520362","1.120211851","1.029545039","0.985614212","1.157398106","1.600887329","1.818392322"
"VNG0142C","5.07848114569462","1.71427700402348","16","1.29032731072749","23.9024390243902","0.723993697783782","9","4","0.1875","0.99999995435067","1.221971056","1.822611266","1.601252709","1.528532167","1.232866271","1.272317147","1.213934826","1.585149592","1.158272721"
"VNG0143H","11.9957083747808","3.89064849940673","1","0.131608369011626","28","0.999768754127872","9","4","0.1875","0.99999995435067","3.290379216","3.687121957","2.47085031","3.609434412","3.735931307","3.695127866","2.331476268","4.777246748","3.092845657"
"VNG0144H","4.77262471214414e-05","1.23753578182693","1","2.50393978450594","28","0.28908022246593","9","4","0.1875","0.99999995435067","1.193563264","1.083891995","0.621325164","0.76907691","0.752081183","0.546342254","0.674688497","0.748154294","0.838197907"
"VNG0146H","2.06974158113692","1.35153910065903","1","2.18004364853793","28","0.381096692271742","9","4","0.1875","0.99999995435067","1.356635051","1.276975324","1.350929585","1.099918461","0.885971665","1.163146941","0.968463011","1.258804407","1.964232191"
