"CycID","ARS_pvalue","ARS_BH.Q","ARS_period","ARS_adjphase","ARS_amplitude","JTK_pvalue","JTK_BH.Q","JTK_period","JTK_adjphase","JTK_amplitude","LS_pvalue","LS_BH.Q","LS_period","LS_adjphase","LS_amplitude","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP","0","3","6","9","12","15","18","21","24"
"VNG0015H","0.0120040546668104","0.599901574974977","24.95","24.2279101591505","0.186365054025863","0.141269841269841","1","27","0","0.157456308526939","0.154132313463671","0.99999995435067","28","23.9999526313781","1.34781132731922","0.0113117042583516","0.348052438718511","26.65","25.149632121846","1.1604461826553","0.195220532514507","0.168228854928721","1.474975223","1.228908351","1.146439952","0.957736047","1.055160723","1.006231504","1.123055251","1.107086539","1.367653088"
"VNG0016H","0.628990039348117","0.845312228975235","25.3728813559322","10.5584681980566","0.0879787501580584","1","1","27","7.5","0.173207739281585","0.818827273850333","0.99999995435067","28","6.02774115675169","1.54785590223431","0.970145549359684","0.999999992560902","26.7909604519774","8.06997640545056","1.36771229148654","0.127366036204936","0.0931234127219138","1.120996289","1.635816781","1.505668457","1.402312165","1.452349305","1.285555577","1.38319209","1.464691426","1.053352221"
"VNG0017H","0.0831063838221981","0.669878350320764","25.5897435897436","12.1312010626821","0.912222512854539","0.593783068783069","1","27","10.5","1.04958391680903","0.348141608480926","0.99999995435067","28","9.05492352503163","4.69124612420184","0.228871955119152","0.999999992560902","26.8632478632479","10.6160593747092","3.58360926231269","0.941159489563809","0.262628936547739","3.239184131","2.342939226","4.680957998","4.723519941","3.84985157","3.864647344","4.366819661","2.924705449","2.218339453"
"VNG0018H","0.50555777369297","0.814974709145444","24","11.2573165906996","0.230865565323832","1","1","24","12","0.442801141150981","0.776123482180979","0.99999995435067","20","10.4874206645272","3.41270105296328","0.931165727698089","0.999999992560902","22.6666666666667","11.2839138127137","3.06732724298613","0.248861052568889","0.0811328667777276","3.342383437","2.384158471","3.481558101","3.077872225","3.518104013","3.252260015","2.488711542","2.839295484","2.880251015"
"VNG0019H","0.538559737627811","0.822835209252014","23.5748031496063","9.42531072447929","0.0406087846574757","1","1","21","9","0.0578981224466567","0.78972460921327","0.99999995435067","23.0046948356808","8.8561223793735","0.394472430059755","0.944357857466384","0.999999992560902","22.526499328429","9.11048816637506","0.302117612564543","0.0487321586101464","0.0487321586101464","0.333380081","0.189485714","0.405021567","0.391022653","0.300466534","0.245366122","0.3161418","0.213351582","0.276303666"
"VNG0020H","0.651768278827841","0.853622769584685","21.2340425531915","7.01710771237981","0.246654419224213","1","1","27","18","0.317801742224722","0.978221184769662","0.99999995435067","20","11.7134725576545","3.49612555239428","0.989115139512397","0.999999992560902","22.7446808510638","12.3383530417526","3.20197008035267","0.011054773243095","0.00345249111193362","3.058190066","2.970083919","3.331811439","3.061837296","3.605636502","3.343283442","2.146132232","3.781250973","3.534663525"
"VNG0021H","0.0988021183156639","0.669878350320764","23.2093023255814","3.48860280426963","0.371702432428924","1","1","27","3","0.267081906898269","0.468164908283003","0.99999995435067","21.0300429184549","3.9957060491295","1.62765745299399","0.406910794631671","0.999999992560902","23.7464484146788","3.57317921975157","1.49192862365018","0.465567363850374","0.312057397699971","1.637520854","1.57424256","1.587234998","1.602104652","1.209524143","1.349179543","1.046832714","1.353387079","2.375019883"
"VNG0022H","0.984403927767899","0.992633715539431","22.8549618320611","0.0274804460195741","0.0564383918056754","1","1","21","9","0.361819817999318","0.944102648835041","0.99999995435067","28","8.62592864037849","3.34732882863302","0.999938017300865","0.999999992560902","23.9516539440204","6.69415959334511","3.19729104800473","0.0388650765490705","0.0121556267369917","2.607511597","2.637939749","3.420868297","3.302744931","3.019237238","2.774946525","3.414537038","4.808814409","2.79604212"
"VNG0023H","0.547462168794626","0.824972388534195","24","4.33249692284028","0.293527976878988","1","1","21","7.5","0.406092755917503","0.978873084900746","0.99999995435067","20","12.4534895993638","3.16121943989911","0.974466770493155","0.999999992560902","21.6666666666667","7.99266487915563","3.17393908556573","0.244567759996448","0.0770549633761657","2.507266256","3.206968838","3.491777236","2.478042579","3.331120209","3.436854409","2.396748733","3.599009","3.956555559"
"VNG0024H","0.654212465291855","0.853622769584685","24","9.44165841625655","0.254799409448737","1","1","21","10.5","0.553188141320913","0.984628240406321","0.99999995435067","20","6.9059862968099","3.16501362228116","0.98976674890645","0.999999992560902","21.6666666666667","8.92873810578227","2.96208615758636","0.292821208973204","0.0988564117972205","2.306103337","2.731574581","3.322060465","3.022114501","3.119810829","3.320291495","2.098192082","3.806237174","2.627131359"
"VNG0025H","0.33525251352239","0.773307836008924","21.0845070422535","0.360152689902763","0.441820782738226","1","1","27","24","0.582976023519774","0.641909949366074","0.99999995435067","27.683615819209","23.9999526313781","2.06288468021094","0.799712024232438","0.999999992560902","25.2560409538208","23.3107357094597","1.43245331327003","0.454806334279217","0.317501680554584","1.603638287","1.552431238","1.170203755","0.779185688","1.253232019","0.705266432","2.623417671","1.166982417","2.291940269"
"VNG0026C","0.567327390543395","0.82957514426931","24","7.68909492369425","0.0545756777584703","0.593783068783069","1","27","7.5","0.102852356157525","0.436158445626135","0.99999995435067","28","4.04872994717481","1.28098671083277","0.698910141962612","0.999999992560902","26.3333333333333","6.56247737088243","1.18028506695046","0.100237909969911","0.0849268645149416","1.120996289","1.41290271","1.208546016","1.195793349","1.280910631","1.155147915","1.026020858","1.118077954","1.098031745"
"VNG0027H","0.129103002509582","0.67985931602629","24.95","12.3811043878647","0.389351868628864","0.593783068783069","1","27","15","0.519585127416665","0.29424078422053","0.99999995435067","28","17.8121211537488","4.27624431600541","0.270232963959457","0.999999992560902","26.65","14.9881495965162","3.76984762455169","0.454119377256178","0.120460937014711","2.917652209","3.274791499","3.926104142","4.070184915","3.695346851","4.375781112","4.009595833","4.257176678","3.360785611"
"VNG0028C","0.610887223663325","0.844593444774793","24","17.6502320343932","1.02093080846336","1","1","21","0","0.191976378054544","0.78261497695978","0.99999995435067","21.7777777777778","17.9758152933051","3.99748711053616","0.961078378603501","0.999999992560902","22.2592592592593","18.914115183797","1.5616939928551","1.27206526124323","0.814541944236867","1.241284225","1.190929694","0.872917645","0.977956965","1.049413821","0.962094012","6.707778133","0.834039903","0.932692397"
"VNG0029H","0.987376050423383","0.993585962690197","24","1.54861344903813","0.0822641815958096","1","1","21","10.5","0.745175944453274","0.988865563943467","0.99999995435067","28","6.38006741813471","4.2197263140429","0.99999776474426","0.999999992560902","24.3333333333333","5.9223380813752","4.14898722170153","0.0491585491490909","0.0118483250302542","3.681740936","2.980461659","4.934539423","3.88327227","3.527723952","4.886606179","3.143093539","6.299586902","4.003795805"
"VNG0030H","0.00969368711759278","0.599901574974977","24.95","12.4344516217124","0.33368431213747","0.00582010582010582","0.776014109347443","24","13.5","0.139013486173975","0.170764645607044","0.99999995435067","28","11.9353919850644","2.62364733590206","0.0007635487508868","0.184582991663157","25.65","12.7172203929693","2.29146908115638","0.342891259658788","0.149638178615856","2.044872962","2.231277348","2.427778957","2.376626544","2.766609394","2.476306375","2.234079737","2.232585394","1.67839312"
"VNG0031H","0.302584851313444","0.755167863430565","26.972972972973","25.3347590482524","0.247148399408524","1","1","27","25.5","0.311868400031398","0.67661533398298","0.99999995435067","28","12.0465854878811","2.0153973671532","0.786958239230876","0.999999992560902","27.3243243243243","26.0514311677127","2.01715511728196","0.250417431757201","0.124143864600076","2.429851997","1.913821889","1.707903328","1.898525369","1.882492864","2.149642279","1.472773368","2.232585394","2.439300001"
"VNG0032H","0.154641856799581","0.702412546095008","23.7619047619048","11.1535737272082","0.35296378313447","1","1","21","10.5","0.452504338825718","0.505612780494513","0.99999995435067","21.7777777777778","9.45168317176035","2.65651857270564","0.53140138517164","0.999999992560902","22.1798941798942","10.3759709138539","2.144584624041","0.371699853860617","0.173320208348892","1.925573573","1.488793775","2.289557209","2.701087453","2.487121637","2.112874658","1.782322693","2.345636172","1.658589986"
"VNG0033H","0.947194292669793","0.980133353876362","24","17.440494524796","0.134644410093142","1","1","27","19.5","0.678141079619338","0.549009148437111","0.99999995435067","28","20.7758721178489","4.67286881983591","0.971226836849913","0.999999992560902","26.3333333333333","19.2312173500329","3.7866641983877","0.24592134299056","0.064944058967592","2.761832982","3.032896814","3.226106582","3.534803237","3.615495791","4.672259343","3.296627746","5.95660988","3.991933126"
"VNG0034H","0.685061036357817","0.862953986126186","21.8540145985401","5.51939063261827","0.244077403815057","1","1","27","19.5","0.293315253110665","0.994128354989121","0.99999995435067","20","9.0334089692852","3.50005039726711","0.992897506772157","0.999999992560902","22.9513381995134","10.4968856392663","3.31931002878637","0.0066872609052528","0.00201465390314801","2.834966558","3.032896814","3.087347246","3.954918272","2.945940512","3.252260015","2.779333047","4.44338457","3.534663525"
"VNG0035C","0.960394546529468","0.987552232935186","23.952","9.23789273890168","0.0483985353087931","1","1","27","6","0.211815196070771","0.994863521659998","0.99999995435067","20","11.5624294762602","1.84591939242367","0.999984766494523","0.999999992560902","23.6506666666667","9.2815530003122","1.56962075769879","0.0599930242945276","0.0382213499663975","1.900574301","1.422793578","1.510087924","1.477506765","2.235868226","1.263567351","1.166146675","1.513728032","1.586386829"
"VNG0037H","0.386503515849093","0.79227492994086","25.1596638655462","13.2942002875223","0.0541410587387305","1","1","27","9","0.0611919333136543","0.702886708904718","0.99999995435067","28","16.6387405397058","0.64539941910906","0.856380957513338","0.999999992560902","26.7198879551821","13.1204700906347","0.592803128172756","0.0602236523400337","0.0602236523400337","0.552083604","0.698423439","0.670523308","0.580058747","0.619533092","0.601758969","0.686648167","0.519089384","0.401567145"
"VNG0038H","0.777733359785302","0.912743307327494","24","18.2057096185762","0.0291837345931697","1","1","21","1.5","0.0675675582474657","0.991249181626406","0.99999995435067","20","17.9328323732645","0.549927059636985","0.997582346924866","0.999999992560902","21.6666666666667","19.6364311356121","0.481750368737611","0.032532296559264","0.032532296559264","0.536437671","0.464392262","0.54775331","0.489492968","0.411317071","0.451905596","0.636839736","0.426021839","0.403957335"
"VNG0039H","0.567342912664276","0.82957514426931","24","20.5218421054387","0.0581638200471087","1","1","21","19.5","0.155591813608947","0.64949768075172","0.99999995435067","24.8730964467005","15.5904058770403","1.15778759351366","0.920002332686412","0.999999992560902","23.2910321489002","18.9436811619596","1.05139777771227","0.0834263173739829","0.0793480061899217","1.001836618","1.146101587","0.904165347","0.904258458","1.012814334","1.155147915","1.18980085","0.999646055","1.179078732"
"VNG0040C","0.555045876613898","0.828726652269021","24","3.04362934911327","0.0620268753733276","1","1","27","19.5","0.071392731399477","0.958344417563196","0.99999995435067","28","14.3851833717009","0.661411363455494","0.973684912015326","0.999999992560902","26.3333333333333","15.8795330113892","0.656452100441604","0.0931306320409943","0.0931306320409943","0.60181304","0.605356519","0.668560936","0.556319341","0.617843654","0.779488096","0.483186821","0.702777609","0.905423594"
"VNG0041C","0.880046351743771","0.956620240145288","24","3.07974567788763","0.0336449675006841","1","1","27","25.5","0.0717167482327135","0.990150655395178","0.99999995435067","28","15.1168632624895","0.782324794650787","0.999607570821825","0.999999992560902","26.3333333333333","0.821591244182159","0.724583113163574","0.0330754299526076","0.0330754299526076","0.510450065","0.907256809","0.639805199","0.543395465","0.79864712","0.77680318","0.709424277","0.760574972","0.881563989"
"VNG0042G","0.616601073665434","0.845312228975235","24","15.8375331145893","0.101796370523975","1","1","27","4.5","0.177342457796225","0.975695051527762","0.99999995435067","28","8.16144318157544","1.32890908161949","0.984987774073696","0.999999992560902","26.3333333333333","7.79541856589817","1.20677136005561","0.0351474169580524","0.0291251666400442","1.381682966","1.224629385","1.315760285","1.380509084","1.129708975","1.045156497","1.521625241","1.121765956","0.744389187"
"VNG0043H","0.656430670336489","0.855056697062436","24","15.2824576160309","0.0249448619274921","1","1","27","15","0.0348578166067642","0.919809339772455","0.99999995435067","24.6231155778894","17.8956687356535","0.525270237191583","0.98526676466213","0.999999992560902","25.2077051926298","16.1215932741372","0.493467223742652","0.036819461508461","0.036819461508461","0.480670034","0.457958051","0.478665836","0.499827754","0.484542465","0.563574352","0.448137172","0.586352106","0.429929672"
"VNG0045C","0.251773440891952","0.75101514080037","24.95","23.6361046284448","0.227169927675646","1","1","27","0","0.161894725868566","0.582301938534111","0.99999995435067","28","8.99052368509887","1.43448212089582","0.698320494904961","0.999999992560902","26.65","1.54462251443564","1.5086668352978","0.215541167828384","0.142868632613533","2.240748853","1.33621134","1.505668457","1.296634393","1.538067409","1.27671474","1.260513283","1.455076399","1.688383178"
"VNG0046G","0.381453534630065","0.789918724265812","25.8103448275862","11.5403230176716","0.0443085695755745","1","1","27","13.5","0.04931385531544","0.78825423145952","0.99999995435067","28","13.7203224605935","0.993480499299949","0.87911804496242","0.999999992560902","26.9367816091954","12.9052104925999","0.947360095881514","0.0448538676610862","0.0448538676610862","0.843108393","1.017933168","0.91751309","0.950261463","1.040852103","0.929464035","1.013224085","0.896707083","0.916234117"
"VNG0047G","0.104210655726786","0.669878350320764","24.5409836065574","2.05184143118195","0.100054654936374","0.593783068783069","1","27","3","0.105291026024481","0.358283326074311","0.99999995435067","26.2032085561497","4.77262471214414e-05","0.708146202117538","0.267443980408478","0.999999992560902","25.9147307209024","1.69194252457314","0.610891795527808","0.123264995599552","0.123264995599552","0.71886144","0.62248627","0.61588595","0.645618211","0.549394231","0.506404973","0.496714214","0.558092155","0.820967438"
"VNG0049H","0.314897245481169","0.759605309785598","24.95","11.5613033281297","0.197878512503245","1","1","21","12","0.239108199777531","0.729982428083771","0.99999995435067","28","12.0193368802345","1.89573244153902","0.816278391951148","0.999999992560902","24.65","12.0090596968581","1.56160544037902","0.195751812512307","0.125352926834576","1.162772936","1.723681202","1.311909543","1.618929127","2.048787011","1.625505064","1.352294443","1.704252831","1.351516334"
"VNG0050C","0.327721978785446","0.772297545656475","20.0939597315436","7.0748882087","0.328034643078215","1","1","21","10.5","0.326034847577256","0.696307840161436","0.99999995435067","20.6751054852321","6.16243937791882","2.63018633419345","0.814460041208594","0.999999992560902","20.5896884055919","7.84651261356557","2.34315910140508","0.32373158951709","0.138160310720242","2.398305797","2.177458181","2.778188579","2.617747658","2.037628354","2.598862284","1.379724447","2.361135946","2.557901534"
"VNG0051G","0.758641716958824","0.902697134705591","24","5.86567194182364","0.071601420926847","1","1","27","7.5","0.187924861612865","0.438907129148371","0.99999995435067","28","3.53609784869256","0.850812877280376","0.900478079635847","0.999999992560902","26.3333333333333","5.72102709652035","0.631809763539416","0.141210070172851","0.141210070172851","0.609729009","1.122365218","0.678430568","0.640579528","0.79864712","0.397743881","0.532881232","0.444655933","0.458931644"
"VNG0053H","0.579682915925416","0.833910998053062","24","18.7627701099025","0.559989141718254","1","1","21","0","0.408993286367174","0.748890384744586","0.99999995435067","20.8510638297872","18.2194947987528","2.10750945195675","0.947498912556657","0.999999992560902","21.9503546099291","19.4081165211147","0.91754025554146","0.694408319714984","0.694408319714984","1.039172491","0.837316014","0.488587787","0.43294949","0.741882506","0.347666072","3.572352404","0.638767697","0.73560624"
"VNG0054H","0.828797067409159","0.933202744282442","24","2.08110722644757","0.155423555794263","1","1","27","18","0.391056479526321","0.761291111960434","0.99999995435067","28","11.6092779241728","3.2876616780849","0.988429211250246","0.999999992560902","26.3333333333333","11.8537355112627","3.13690144313444","0.145281085913546","0.0463135640526782","2.805483565","2.451622912","2.620016815","3.23445508","3.358520942","2.882292374","2.66322747","4.487499537","3.761923842"
"VNG0055H","0.610339926618359","0.844593444774793","20.2297297297297","5.73529261182126","0.60019689270581","1","1","21","10.5","0.492521984679031","0.968493417840176","0.99999995435067","20","6.63951934226871","4.40602026823831","0.983584217312837","0.999999992560902","20.4099099099099","7.51964510446217","3.70401974382556","0.51549326463355","0.139171305847615","3.213886072","2.574311747","5.564610759","3.59063018","3.3220364","3.218768801","2.76541502","5.558601727","3.340900052"
"VNG0057H","0.776099182412667","0.911717101218992","23.5748031496063","19.0383902431818","0.346540601062346","1","1","21","0","0.461800948333505","0.939534764429275","0.99999995435067","21.5859030837004","18.0571424543803","3.29361923473655","0.995848341398378","0.999999992560902","22.0535687444356","19.3735956771524","2.48308873448429","0.443381956392245","0.178560657230935","2.246612835","2.750696664","2.090702089","1.943679052","2.420125238","1.992504756","4.708356818","1.790550586","2.754865466"
"VNG0058H","0.974079900036725","0.992271545028922","24","15.1382739262767","0.0176645633056079","1","1","21","16.5","0.0797329172906433","0.998472396080876","0.99999995435067","20","14.6713789884038","0.744247952804273","0.9999964964984","0.999999992560902","21.6666666666667","15.5433089391788","0.641638740869981","0.0364187006900803","0.0364187006900803","0.798081609","0.592819266","0.636065735","0.583096531","0.663303779","0.77680318","0.61330725","0.317794669","0.762270933"
"VNG0060G","0.0627605282326448","0.649748153181197","20.7916666666667","10.3094245030976","0.141996557642212","0.141269841269841","1","24","9","0.136151329702213","0.255872873242237","0.99999995435067","25.6544502617801","11.4814080130745","1.37901899851133","0.0581309964007699","0.700469320622432","23.4820389761489","10.3241616422132","1.22334152209887","0.140377948085231","0.114749598169763","1.118070327","1.313109846","1.266570316","1.276474384","1.500728407","1.167167202","1.123055251","0.973654522","1.124408705"
"VNG0061C","0.650835208574776","0.853622769584685","21.8540145985401","15.5731750757105","0.107091076082316","1","1","27","6","0.254389585542023","0.841583017902432","0.99999995435067","28","8.79384055972085","1.70604282235479","0.976689713919843","0.999999992560902","25.61800486618","8.24122979276456","1.56521743161764","0.0369862432164475","0.0236300992241202","2.143370673","1.383640749","1.897959943","1.589601138","1.58930186","1.538198741","1.60398603","1.140389245","1.210990599"
"VNG0062G","0.017931916992465","0.599901574974977","20.5068493150685","14.3299179303196","1.31937379433543","0.141269841269841","1","21","15","0.84469605177273","0.281806041522068","0.99999995435067","20","13.1110032248794","4.23654094920213","0.0246205819278227","0.493698315857782","20.5022831050228","14.1382221061093","3.32798465503152","1.33524371762448","0.401216909340536","3.672131064","2.088199532","2.456408951","3.571923913","4.829200326","3.320291495","4.344951999","2.521880021","1.144606418"
"VNG0063G","0.160618379781776","0.711225297926684","26.972972972973","24.8702850265783","0.277904849806275","1","1","27","25.5","0.244501145512829","0.501783186750349","0.99999995435067","28","12.0164102619284","1.07251165647279","0.539124683279703","0.999999992560902","27.3243243243243","25.6124329975068","1.11256260126859","0.279702700894711","0.251404011401949","1.827507044","1.31769797","0.790124047","0.977956965","1.029545039","1.074408071","0.686648167","0.954605334","1.323733801"
"VNG0064G","0.120117241322652","0.670557849347464","23.952","7.36622350783673","0.131210526718062","0.0582010582010582","0.976800976800977","24","7.5","0.20093278098901","0.128791099251567","0.99999995435067","24.1379310344828","7.41179444452252","2.54517384865936","0.0293536638576896","0.525737263122798","24.0299770114943","7.42607122964761","2.39459146083297","0.194043447183791","0.0810340512599557","2.34868154","2.574311747","2.492671694","2.536979242","2.52820646","2.295289908","2.119365166","2.203369805","2.382077641"
"VNG0065G","0.588832219081055","0.83570227579975","27.2181818181818","26.8965755051016","0.115375816743762","1","1","27","1.5","0.221436177202622","0.726934958420691","0.99999995435067","28","11.6336728499013","1.25444995390763","0.945347666921336","0.999999992560902","27.4060606060606","2.72322142934368","1.19484827397664","0.167092066141338","0.139843752366339","1.554124412","1.250528491","1.13640377","1.102794852","1.413226903","1.013199332","0.937370446","0.899664889","1.434149933"
"VNG0066H","0.413364782488729","0.793269480956832","24","13.6438344221659","0.104220902034239","1","1","27","12","0.123539600841353","0.828007292621049","0.99999995435067","28","17.0615224216368","0.718665409749603","0.905958697200495","0.999999992560902","26.3333333333333","14.2742113077535","0.613111499487315","0.126682707719513","0.126682707719513","0.505141503","0.676839092","0.628652246","0.615969875","0.772901068","0.508155293","0.90727611","0.502273694","0.376190297"
"VNG0067H","0.634228363978661","0.845696457757616","21.5395683453237","16.6307932823029","0.0520623005076973","1","1","21","18","0.0760059467748498","0.989368870229468","0.99999995435067","20","9.0985455765629","0.995062529635153","0.988056831427576","0.999999992560902","20.8465227817746","15.1968547605463","0.971209994278357","0.0510406510177993","0.0510406510177993","1.150680367","0.852046885","0.975759513","0.985649397","0.974825722","0.916724041","1.084274401","0.820419496","0.927173714"
"VNG0068H","0.352015809660323","0.78516537470704","20.3673469387755","17.3019730062709","0.199435085399696","1","1","24","18","0.291358806380401","0.519687818266917","0.99999995435067","25.1282051282051","18.0104049513414","1.84992067661441","0.757591097208389","0.999999992560902","23.1651840223269","17.8702192864542","1.46724503501379","0.239494010918609","0.16322700380878","1.147676927","1.51498607","1.354894859","1.102794852","1.593647663","1.480911267","2.010540909","1.732546426","1.273643962"
"VNG0069H","0.423834762393424","0.794183811900967","23.390625","16.4600553550521","0.0776562132009889","1","1","21","1.5","0.0575705159858457","0.97204273834817","0.99999995435067","28","17.6303296872015","0.957622634368149","0.939304319447417","0.999999992560902","24.1302083333333","17.8770763161752","0.856562670338979","0.114960250625887","0.114960250625887","0.973444779","0.910426846","0.953146675","0.892527047","0.743911117","0.894847801","1.01832353","0.753098037","0.564877669"
"VNG0070H","0.612682161397048","0.844593444774793","21.0845070422535","17.8071136618254","0.0709691532464204","1","1","21","0","0.1062692661834","0.930223602039811","0.99999995435067","20","17.8389684147025","0.77243928198125","0.980450582383181","0.999999992560902","20.6948356807512","18.859753651767","0.657830125292183","0.0702877445357895","0.0702877445357895","0.620986599","0.754127582","0.612286286","0.559232801","0.71796638","0.561633142","0.956384112","0.605982668","0.595868378"
"VNG0072H","0.591229914135986","0.836112381998321","21.3857142857143","18.2516577620652","0.100392377539413","1","1","21","19.5","0.0894106911178394","0.977000155010461","0.99999995435067","28","14.3458415810014","1.21060673198285","0.981638782007874","0.999999992560902","23.4619047619048","18.9830913400615","1.14412308299346","0.13302571434384","0.116268709478175","1.582818626","1.122365218","1.034666617","1.071563971","1.126628312","1.303421336","1.005622759","0.902632451","1.193156625"
"VNG0073C","0.684956044012865","0.862953986126186","23.390625","8.06099631747064","0.259432930184841","1","1","21","10.5","0.613804359076704","0.940268336180139","0.99999995435067","20","8.72418321988103","3.24716976013308","0.989755758397681","0.999999992560902","21.4635416666667","9.17211663445882","2.95499354644184","0.301364392153598","0.101984788601815","2.872256392","2.073682946","3.801544789","3.045885905","2.774174438","3.354839051","2.146132232","3.113546749","3.065436041"
"VNG0075H","0.141022572013431","0.698536062712365","27.981308411215","27.4736869835979","0.296209016841542","1","1","27","25.5","0.192114111495364","0.654083647815707","0.99999995435067","28","12.1953563432399","1.18291630281806","0.574063423524182","0.999999992560902","27.6604361370717","27.3925860222219","1.29238842646112","0.32193883867754","0.249103777228251","1.221971056","1.2161161","1.197966144","0.947782921","1.219473303","1.281127532","0.880354991","1.44552449","2.153482635"
"VNG0076H","0.529848147758599","0.816052932944278","22.6818181818182","5.6184575172426","0.410370450338468","1","1","21","9","0.584608183832341","0.848658344091827","0.99999995435067","20","8.65403590727733","3.75928506704883","0.952683254423306","0.999999992560902","21.2272727272727","7.91789173930882","3.28238987647566","0.423956298217031","0.129160859669796","3.197130561","2.26262631","4.102561003","3.685641294","2.945940512","2.952755438","2.427019086","4.105724355","3.598156558"
